Domain,Have_IP,Have_@,URL_Length,URL_Depth,Redirection,https_Domain,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Label
bcem.ie,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
bitckins.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1
poetkaustubh.com,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1
0nexdrlvew.best,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
touchbase.tools,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1
dropbox.com-payment-invoice-id-379340.tilexhome.com,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
site9551459.92.webydo.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
bizcloudz.net,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1
split.to,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
evernote.com,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1
goldsubzehy.tk,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
leaddogweb.com,0,0,0,2,0,0,0,1,1,1,1,1,0,1,1
ocm.in,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
secure.runescape.com-zx.ru,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1
forms.gle,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
firebasestorage.googleapis.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
drive.google.com,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1
attsupportemail.yolasite.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
enigreen.net,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1
ziptopia53.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
internationalstemcellcenter.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
ec2-3-82-210-25.compute-1.amazonaws.com,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
mkbixhnvc.dermals.org,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
gidirmegala.com,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
reimer-gartenbau.de,0,0,1,3,0,0,1,1,1,1,1,0,0,1,1
web-psd2-group.000webhostapp.com,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
vvvvv-excell-onliine.abbbe.icu,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1
han.gl,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
storage.googleapis.com,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1
sonnex.ir,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
videosfacebook.today,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
christiantidings.com,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1
sopes.dns-cloud.net,0,0,0,3,0,0,1,1,1,1,1,0,0,1,1
amieuerxcaess.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ftp.warfacebonus.hop.ru,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
koreabio.org,0,0,1,8,0,0,0,1,1,1,1,0,0,1,1
storage.googleapis.com,0,1,1,3,0,0,0,1,1,1,1,0,0,1,1
u1047531.cp.regruhosting.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
maxvirtude.com.br,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1
skhmcb.ac.in,0,0,0,4,0,0,0,1,1,1,1,0,0,1,1
zonaseguraweb1.bnv-pe.online,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1
mailadminstrators.top,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1
stmargsbarking-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,0,0,1,1
start.me,0,0,0,3,0,0,0,1,1,1,1,0,0,1,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
auslaufen.com,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1
alibaba.com.spatialsys.com.ru,0,0,0,2,0,0,0,1,1,1,1,1,0,1,1
yourfitnesscorner.com,0,0,1,9,0,0,0,1,1,1,1,1,1,1,1
csknow.clicknkids.com,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1
advonationusa.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
dadaindah.my.id,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
extroloil.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
comvoececontastone20.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1
evnt.com.br,0,0,1,10,0,0,0,1,1,1,1,0,0,1,1
developsys.net,0,0,0,5,0,0,0,1,1,1,1,1,1,1,1
whatsapps-invites.zzux.com,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
docs.google.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
paypal.fr.service.web-security.login.submit.flannelmouth.com,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
brighant.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
augusthus.com.br,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
acc-arubaaa.com,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1
c1770209.ferozo.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1
courgeon-immobilier.fr,0,0,1,6,0,0,1,1,1,1,1,1,1,1,1
kjmtelecom.com.br,0,0,0,4,0,0,0,1,1,1,1,0,0,1,1
midyatmimaritas.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
bcpzonasegurabeta.viabcp.com.rcginsurance.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
toaletaeco.ro,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
art-sticker.fr,0,0,1,4,0,0,1,1,1,1,1,0,0,1,1
295940895026123-dot-wetransfer-auth-file-343.appspot.com,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
amvbner.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
greenowladvisers.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
ww17.paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.74fghghs68g484iky4mn86we8r46d4h38df4b83m48hg3ui4ty82s83f4xcb83.themariettabilliardclub.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1
dalparter.oneclick.press,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1
imxprs.com,0,0,0,3,0,0,0,1,1,1,1,0,0,1,1
pd-iskra-lj.si,0,0,1,5,0,0,1,1,1,1,1,0,0,1,1
fariatecnologia.com.br,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1
alzahrani-online.com,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1
pg-series-atendimento.joomla.com,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1drv.ms,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1
jcr.justinlist.org,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
josevillegasonline.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
rongbachkim.tv,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1
nordichairistanbul.com,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1
kfqp4.pcgaboma.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
minagi.org,0,0,0,4,0,0,0,1,1,1,1,0,0,1,1
unisonsouthayr.org.uk,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
mail.onlinedatingvergelijker.nl,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1
micromode53.xyz,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1
elongivesbtc.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
villasakuraubud.com,0,0,1,6,0,0,0,1,1,1,1,0,0,1,1
davidhavenar2311.typeform.com,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1
grindtimegym.com,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1
takingnote.learningmatters.tv,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
momos-ambachtelijkeijs.nl,0,0,1,5,0,0,1,1,1,1,1,0,0,1,1
fb-recovery-10000076925-it.tk,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
courgeon-immobilier.fr,0,0,1,6,0,0,1,1,1,1,1,0,0,1,1
palletsolutions.ca,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1
ebay-co-uk.com,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1
vertulounge.com,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1
vlasta.synology.me,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
muggetlogin.oa.r.appspot.com,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
mtmonly.com,0,1,1,6,0,0,0,1,1,1,1,1,1,1,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
realchef.com.au,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
ecusltd-my.sharepoint.com,0,0,1,7,0,0,1,1,1,1,1,0,0,1,1
httpcolonforwardslashforwardslashwwwdotjenniferdanieldotcom.com,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1
cnsenxiang.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
plataformaeducativa.se.jalisco.gob.mx,0,0,1,3,0,0,0,1,1,1,1,0,0,1,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
theingredients.net,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
ashtangyoga.co.in,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1
terms-daum-net-syncressolvecenteruser923ud00.000webhostapp.com,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1
pennyfairclough.uk,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
secure.runescape.com-zx.ru,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1
viccats.camcam.dns-cloud.net,0,0,1,3,0,0,1,1,1,1,1,0,0,1,1
dropbox.progentrix.skyfencenet.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
yamionmsuz.com,0,0,1,8,0,0,0,1,1,1,1,1,1,1,1
foodfidelity.com,0,1,1,3,0,0,0,1,1,1,1,1,1,1,1
texas-money.net,0,0,1,4,0,0,1,1,1,1,1,1,1,1,1
beta.kenaidanceta.com,0,0,0,3,0,0,0,1,1,1,1,0,0,1,1
vanillacheckcard.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
playarprint.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
validarmeuacesso.com.br,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1
americantyre.com.br,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1
vipdomainshop.com,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1
sucursalvirtualpersonas.info,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
art-sticker.fr,0,0,1,5,0,0,1,1,1,1,1,0,0,1,1
cummingstrack.buzz,0,0,0,4,0,0,0,1,1,1,1,1,1,1,1
autorizador5.com.br,0,0,1,6,0,0,0,1,1,1,1,0,0,1,1
rooyan.in,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
wilsonvaluation602-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,0,0,1,1
amoazen.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
applepay-mania.com,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
docs.google.com,0,0,1,5,0,0,0,1,1,1,1,0,0,1,1
lindemann-electric.com,0,0,1,5,0,0,1,1,1,1,1,1,1,1,1
extravasatingmetalworker.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
sanjilkumar.com,0,0,0,3,0,0,0,1,1,1,1,0,0,1,1
soyalejo.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
prog.al-wed.com,0,0,0,2,0,0,1,1,1,1,1,0,0,1,1
misrecetasnaturales.com,0,0,1,8,0,0,0,1,1,1,1,1,1,1,1
solarcomm-info.com,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1
produtoexclusivoeimperdiveleaqui.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
aberturasagma.com,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1
f.smssapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
i-to.cc,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1
zoosummit.ru,0,0,1,4,0,0,0,1,1,1,1,1,0,1,1
rakuten.co.jp.wshtkh.ph,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
webapp186332.ip-172-104-4-187.cloudezapp.io,0,0,1,6,0,0,1,1,1,1,1,0,0,1,1
chiatena.zxy.me,0,0,1,6,0,0,0,1,1,1,1,0,0,1,1
formbuddy.com,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1
yahooimail.weebly.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
pegionshamza.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
cheapcaraccessorieswebjpfraoutlet.club,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
evolutionomar.net,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
workshopstl.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
santanderpjon.ddns.net,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1
omegadesigns.in,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1
viabcp.itcjp.co,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
paymentcancellation.net,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
lmsanimation.com,0,0,0,3,0,0,0,1,1,1,1,0,0,1,1
page-account-transparency.000webhostapp.com,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1
satkaniaiit.com,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1
aberturasagma.com,0,0,1,6,0,0,0,1,1,1,1,0,0,1,1
paypalinfo.raylf.org,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
chatwhatsapp-invitee.join-wa18.my.id,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
pharmacyhelpcenter.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1
netorgft1393773-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,0,0,1,1
forms.office.com,0,0,1,2,0,0,0,1,1,1,1,0,0,1,1
stikivk1337.000webhostapp.com,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
starmak.com.tr,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
bcpzonasegurabeta.viabcp.com.entrepreneur.pe,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1
steamhoe.cf,0,0,1,2,1,0,0,1,1,1,1,1,1,1,1
paypal.co.uk.useriazi6bqgssb.settingsppup.com,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
vmorefraud.com,0,0,1,4,0,0,0,1,1,1,1,0,0,1,1
ziboleq.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1
